# PORTIFOLIO ALLOCATION PROBLEM - DATA
param n_assets := 30;
param asset_data: price	lqdt	divd	dy	dy3ac	dy6ac	dy12ac	dy3m	dy6m	dy12m	dyy	price_delta	profitability	profitability_ac	liq_patr	vpa	pvp	dyp	patr_delta	sector_none	sector_hosp	sector_hotel	sector_hbd	sector_corp	sector_log	sector_other	sector_resd	sector_shop	sector_title :=
11 104.49	17935.0	1.75	1.67000668002672	4.34230298121045	7.98466476130154	15.0042665062478	1.44743432707015	1.33077746021692	1.25035554218732	6.61480174760291	1.55053784281423	3.24643860839229	4.7123528828144	1809753635.54	97.872965	1.0676084044250627	1.78803206789536	-0.227037523232809	0	0	0	0	0	0	0	0	0	1 #KNHY11
12 102.23	92299.0	1.7	1.6504854368932	4.63621654255129	8.42445186355158	15.5539971925803	1.54540551418376	1.40407531059193	1.29616643271503	6.9985963502436	0.615414672267267	2.27605743870276	6.16517274969017	6938900334.81	97.54584	1.0480200898367373	1.74277037339573	-0.119647532546485	0	0	0	0	0	0	0	0	0	1 #KNIP11
13 91.63	1151.0	1.5	1.6134236850597	4.02079397279559	8.13615668567451	15.510997648418	1.34026465759853	1.35602611427908	1.29258313736817	6.54145853925224	-2.64921465968586	-1.0785340314136	0.214306291499722	73056364.17	91.161151	1.005143078985477	1.354743754826	0.0576191142323434	0	0	0	1	0	0	0	0	0	0 #QAMI11
14 99.62	29117.0	1.6	1.6016016016016	4.34367406788361	8.01689516687469	15.725064995708	1.4478913559612	1.33614919447912	1.31042208297567	6.70596100490149	2.35655737704918	3.99590163934427	3.05028465626522	1363604754.65	98.060039	1.0159082233283632	1.6316534403989	0.828580068667462	0	0	0	0	0	0	0	0	0	1 #DEVA11
15 97.58	7185.0	1.52	1.5748031496063	4.35781104426249	7.90074632527013	13.8431898662448	1.45260368142083	1.31679105421169	1.1535991555204	6.77740178360346	1.88958091417712	3.49414124353424	10.4533295478991	369859708.13	99.201316	0.983656305527237	1.42135211190142	0.030103418259575	0	0	0	0	0	0	0	0	0	1 #PORD11
16 95.15	6357.0	1.538980765	1.57183205494842	3.06915825815698	6.87328258483597	13.1210959709638	1.02305275271899	1.14554709747266	1.09342466424699	5.87406713146253	0.0	1.57183205494842	5.42955576817441	138440850.85	95.280434	0.9986310515756047	1.46934679159837	0.449401490654733	0	0	0	0	0	0	0	0	0	1 #NCHB11
17 88.87	94.0	1.4	1.5619770166239	4.34288854512076	7.53574980247542	12.2674490664629	1.44762951504025	1.25595830041257	1.02228742220524	6.65855682001929	-4.20051303976059	-2.70414707139803	13.9167832983527	79181152.56	95.63946	0.9292189646407456	1.46383093338252	-2.19497437634985	0	0	0	0	0	0	0	0	0	1 #VOTS11
18 97.9	1117.0	1.55	1.55622489959839	4.55381310062955	8.57970453967208	14.8226165164997	1.51793770020985	1.42995075661201	1.23521804304164	7.19276986630525	-0.390039003900389	1.16011601160115	8.48061366840678	98377736.44	98.346266	0.9954622984872654	1.504886825088	-1.03104010846484	0	0	0	0	0	0	0	0	0	1 #GCRI11
19 112.85	53021.0	1.77	1.53979991300565	4.36432950981819	8.05063222024171	15.617397935066	1.45477650327273	1.34177203670695	1.30144982792217	6.79078970055667	8.47409644238937	10.144380485043	-1.49813825523349	2671651053.42	120.975661	0.9328322661531065	1.46310421895525	1.01283148612581	0	0	0	0	0	0	1	0	0	0 #HCTR11
20 9.27	11739.0	0.15	1.53688524590164	4.29059404406539	7.53771298960919	0.0	1.43019801468846	1.2562854982682	0.0	6.48276675305005	1.13989637305698	2.69430051813468	7.53360543734256	55313386.31	9.462393	0.9796676168491415	1.58522268098567	-0.491401886672804	1	0	0	0	0	0	0	0	0	0 #BIME11
21 89.7	540.0	1.4	1.53340635268346	4.40823487548954	8.3068211844782	14.3507518979545	1.46941162516318	1.38447019741303	1.19589599149621	7.09253547019249	-1.02981029810298	0.487804878048781	14.2943396011648	47284328.37	98.149748	0.9139096312300262	1.42639184361431	0.0512092251794272	0	0	0	0	0	0	0	0	0	1 #RRCI11
22 102.52	4326.0	1.58	1.52025401712691	4.39617599058569	0.0	0.0	1.4653919968619	0.0	0.0	5.47309906750877	-1.91581728954321	-0.424688561721376	5.51476538484619	71254839.01	98.609104	1.0396605976665196	1.60228613374278	0.0198388175947084	0	0	0	1	0	0	0	0	0	0 #GCRA11
23 87.02	10657.0	1.3	1.50969689931483	3.02389719510882	5.26157666752576	9.20864132688353	1.00796573170294	0.876929444587626	0.767386777240294	4.55336137007533	3.82204002893658	5.38943814805886	2.14371829531412	228274891.17	91.309956	0.9530176534090105	0.711861037365958	-1.05561175759409	0	0	0	0	0	0	0	0	0	1 #SNFF11
24 97.66	1698.0	1.5	1.5043626516899	4.43922265582432	8.28610143380024	0.0	1.47974088527477	1.38101690563337	0.0	7.03610143380024	-2.24509803921569	-0.774509803921575	6.93606163869813	78429486.55	100.558359	0.9711773438944047	1.4916711200508	-0.276558560467444	0	0	0	0	0	0	0	0	0	1 #MORC11
25 82.48	7.0	1.298135109	1.49417024516575	3.94762271323514	8.35289972996978	0.0	1.31587423774505	1.39214995499496	0.0	6.69345242055803	-11.2473184186332	-9.92120225865769	-8.92438845329654	180214602.95	87.571026	0.9418640361710504	1.48013881851744	-7.89071256432954	0	0	0	1	0	0	0	0	0	0 #IDFI11
26 10.0	26901.0	0.15	1.48809523809524	4.12587605726939	7.32622133032491	0.0	1.3752920190898	1.22103688838748	0.0	6.28775979186338	-0.689655172413794	0.788177339901464	-1.97893849840183	203773668.14	9.891926	1.0109254759892057	1.51638821398381	0.12250219462433	0	0	0	1	0	0	0	0	0	0 #GAME11
27 99.34	29723.0	1.5	1.47899822520213	4.04423736163198	7.33646651641126	13.5098546843114	1.34807912054399	1.22274441940188	1.12582122369261	6.24484858268806	0.207489378519909	1.68955636794783	5.91106098795338	1052112121.61	100.048652	0.9929169260571347	1.49927057487991	0.216880063549874	0	0	0	0	0	0	0	0	0	1 #CVBI11
28 96.4	4094.0	1.4	1.47368421052632	4.23925733696083	7.873363820328	13.6388454182584	1.41308577898694	1.312227303388	1.13657045152153	6.84075512467583	-0.689943550073169	0.773573071294176	11.1972758238316	330593078.37	101.646386	0.9483859071979205	1.37732393161524	-0.135805396522837	0	0	0	0	0	0	0	0	0	1 #OUJP11
29 95.19	2683.0	1.41	1.46569646569647	4.11306903592491	8.49538345070942	16.038010490882	1.37102301197497	1.4158972417849	1.33650087424017	6.7093046591193	-2.63157894736842	-1.20445344129554	2.23682825965568	106085819.56	93.546146	1.017572653393973	1.37082219293139	-0.603674532315979	0	0	0	0	0	0	0	0	0	1 #ARRI11
30 97.6	601.0	1.4	1.45833333333333	3.92030740098781	7.57907895947805	0.0	1.3067691336626	1.26317982657968	0.0	6.36940154012321	-0.91856744762101	0.526370110434526	4.36983515910394	33257502.1	95.765671	1.0191543481170826	1.35748017679529	-1.92055545892599	0	0	0	0	0	0	0	0	0	1 #MATV11
;
